CAD_CODE,CATEGORY,Category_Desc,PRIORITY,Priority_Desc,DESCR,AC_BEGIN_DATE,AC_END_DATE,CARD_NAME
1D1,3,MEDICAL,4,DELTA,NOT ALERT,2010-01-01,2099-12-31,ABDOMINAL PAIN/PROBLEM
1D2,3,MEDICAL,4,DELTA,ASHEN OR GRAY COLOR REPORTED >= 50,2016-09-07,2099-12-31,ABDOMINAL PAIN/PROBLEM
20A1,3,MEDICAL,1,ALPHA,ALERT,2010-01-01,2016-09-11,HEAT/COLD EXPOSURE
20A1,3,MEDICAL,1,ALPHA,INACTIVE,2016-09-12,2099-12-31,HEAT/COLD EXPOSURE
20A1C,3,MEDICAL,1,ALPHA,ALERT- COLD EXPOSURE,2012-03-29,2099-12-31,HEAT/COLD EXPOSURE
20A1H,3,MEDICAL,1,ALPHA,ALERT- HEAT EXPOSURE,2012-03-29,2099-12-31,HEAT/COLD EXPOSURE
20B0C,3,MEDICAL,3,CHARLIE,OVERRIDE - COLD EXPOSURE,2016-09-09,2099-12-31,HEAT/COLD EXPOSURE
20B0H,3,MEDICAL,2,BRAVO,OVERRIDE - HEAT EXPOSURE,2016-09-09,2099-12-31,HEAT/COLD EXPOSURE
20B1,3,MEDICAL,2,BRAVO,CHANGE IN SKIN COLOR,2010-01-01,2016-09-11,HEAT/COLD EXPOSURE
20B1,3,MEDICAL,2,BRAVO,INACTIVE,2016-09-12,2099-12-31,HEAT/COLD EXPOSURE
20B1C,3,MEDICAL,2,BRAVO,CHANGE IN SKIN COLOR- COLD EXPOSURE,2012-03-29,2099-12-31,HEAT/COLD EXPOSURE
20B1H,3,MEDICAL,2,BRAVO,CHANGE IN SKIN COLOR- HEAT EXPOSURE,2012-03-29,2099-12-31,HEAT/COLD EXPOSURE
20B2,3,MEDICAL,2,BRAVO,UNKNOWN STATUS,2010-01-01,2016-09-11,HEAT/COLD EXPOSURE
20B2,3,MEDICAL,2,BRAVO,INACTIVE,2016-09-12,2099-12-31,HEAT/COLD EXPOSURE
20B2C,3,MEDICAL,2,BRAVO,UNKNOWN STATUS/OTHER CODES NOT APPLY-COLD EXPOSURE,2012-03-29,2099-12-31,HEAT/COLD EXPOSURE
20B2H,3,MEDICAL,2,BRAVO,UNKNOWN STATUS/OTHER CODES NOT APPLY-HEAT EXPOSURE,2012-03-29,2099-12-31,HEAT/COLD EXPOSURE
20C0C,3,MEDICAL,3,CHARLIE,OVERRIDE - COLD EXPOSURE,2016-09-09,2099-12-31,HEAT/COLD EXPOSURE
20C0H,3,MEDICAL,3,CHARLIE,OVERRIDE - HEAT EXPOSURE,2016-09-09,2099-12-31,HEAT/COLD EXPOSURE
20C1,3,MEDICAL,3,CHARLIE,HEART ATTACK OR ANGINA HISTORY,2010-01-01,2016-09-11,HEAT/COLD EXPOSURE
20C1,3,MEDICAL,3,CHARLIE,INACTIVE,2016-09-12,2099-12-31,HEAT/COLD EXPOSURE
20C1C,3,MEDICAL,3,CHARLIE,HEART ATTACK OR ANGINA HISTORY- COLD EXPOSURE,2012-03-29,2099-12-31,HEAT/COLD EXPOSURE
20C1H,3,MEDICAL,3,CHARLIE,HEART ATTACK OR ANGINA HISTORY- HEAT EXPOSURE,2012-03-29,2099-12-31,HEAT/COLD EXPOSURE
20D0C,3,MEDICAL,4,DELTA,OVERRIDE - COLD EXPOSURE,2016-09-09,2099-12-31,HEAT/COLD EXPOSURE
20D0H,3,MEDICAL,4,DELTA,OVERRIDE - HEAT EXPOSURE,2016-09-09,2099-12-31,HEAT/COLD EXPOSURE
20D1,3,MEDICAL,4,DELTA,NOT ALERT,2010-01-01,2016-09-11,HEAT/COLD EXPOSURE
20D1,3,MEDICAL,4,DELTA,INACTIVE,2016-09-12,2099-12-31,HEAT/COLD EXPOSURE
20D1C,3,MEDICAL,4,DELTA,NOT ALERT- COLD EXPOSURE,2012-03-29,2099-12-31,HEAT/COLD EXPOSURE
20D1H,3,MEDICAL,4,DELTA,NOT ALERT- HEAT EXPOSURE,2012-03-29,2099-12-31,HEAT/COLD EXPOSURE
20D2,3,MEDICAL,4,DELTA,MULTIPLE VICTIMS (WITH PRIORITY SYMPTOMS),2010-01-01,2016-09-11,HEAT/COLD EXPOSURE
20D2,3,MEDICAL,4,DELTA,INACTIVE,2016-09-12,2099-12-31,HEAT/COLD EXPOSURE
20D2C,3,MEDICAL,4,DELTA,MULTIPLE VICTIMS(W/ PRIORITY SYMPT)- COLDEXPOSURE,2012-03-29,2099-12-31,HEAT/COLD EXPOSURE
20D2H,3,MEDICAL,4,DELTA,MULTIPLE VICTIMS(W/ PRIORITY SYMPT)- HEAT EXPOSURE,2012-03-29,2099-12-31,HEAT/COLD EXPOSURE
21A1,3,MEDICAL,1,ALPHA,NOT DANGEROUS,2010-01-01,2016-09-11,HEMORRHAGE/LACERATIONS
21A1,3,MEDICAL,1,ALPHA,NOT DANGEROUS,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21A1M,3,MEDICAL,1,ALPHA,NOT DANGEROUS HEMORRHAGE - MEDICAL,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21A1T,3,MEDICAL,1,ALPHA,NOT DANGEROUS HEMORRHAGE - TRAUMA,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21A2,3,MEDICAL,1,ALPHA,MINOR HEMORRHAGE,2010-01-01,2016-09-11,HEMORRHAGE/LACERATIONS
21A2,3,MEDICAL,1,ALPHA,MINOR HEMORRHAGE,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21A2M,3,MEDICAL,1,ALPHA,MINOR HEMORRHAGE - MEDICAL,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21A2T,3,MEDICAL,1,ALPHA,MINOR HEMORRHAGE - TRAUMA,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21B0M,3,MEDICAL,2,BRAVO,OVERRIDE - MEDICAL,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21B0T,3,MEDICAL,2,BRAVO,OVERRIDE - TRAUMA,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21B1,3,MEDICAL,2,BRAVO,POSSIBLY DANGEROUS HEMORRHAGE,2010-01-01,2016-09-11,HEMORRHAGE/LACERATIONS
21B1,3,MEDICAL,2,BRAVO,POSSIBLY DANGEROUS HEMORRHAGE,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21B1M,3,MEDICAL,2,BRAVO,POSSIBLY DANGEROUS HEMORRHAGE - MEDICAL,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21B1T,3,MEDICAL,2,BRAVO,POSSIBLY DANGEROUS HEMORRHAGE - TRAUMA,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21B2,3,MEDICAL,2,BRAVO,SERIOUS HEMORRHAGE,2010-01-01,2016-09-11,HEMORRHAGE/LACERATIONS
21B2,3,MEDICAL,2,BRAVO,SERIOUS HEMORRHAGE,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21B2M,3,MEDICAL,2,BRAVO,SERIOUS HEMORRHAGE - MEDICAL,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21B2T,3,MEDICAL,2,BRAVO,SERIOUS HEMORRHAGE - TRAUMA,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21B3,3,MEDICAL,2,BRAVO,BLEEDING DISORDER,2010-01-01,2016-09-11,HEMORRHAGE/LACERATIONS
21B3,3,MEDICAL,2,BRAVO,BLEEDING DISORDER,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21B3M,3,MEDICAL,2,BRAVO,BLEEDING DISORDER  - MEDICAL,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21B3T,3,MEDICAL,2,BRAVO,BLEEDING DISORDER  - TRAUMA,2016-09-09,2099-12-31,HEMORRHAGE/LACERATIONS
21B4,3,MEDICAL,2,BRAVO,BLOOD THINNERS,2010-01-01,2016-09-09,HEMORRHAGE/LACERATIONS
21B4,3,MEDICAL,2,BRAVO,BLOOD THINNERS,2016-09-10,2016-09-11,HEMORRHAGE/LACERATIONS
21B4,3,MEDICAL,2,BRAVO,BLOOD THINNERS,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21B4M,3,MEDICAL,2,BRAVO,BLOOD THINNERS - MEDICAL,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21B4T,3,MEDICAL,2,BRAVO,BLOOD THINNERS - TRAUMA,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21C0M,3,MEDICAL,3,CHARLIE,OVERRIDE - MEDICAL,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21C0T,3,MEDICAL,3,CHARLIE,OVERRIDE - TRAUMA,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21C1,3,MEDICAL,3,CHARLIE,HEMORRHAGE THROUGH TUBES,2010-01-01,2016-09-11,HEMORRHAGE/LACERATIONS
21C1,3,MEDICAL,3,CHARLIE,HEMORRHAGE THROUGH TUBES,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21C1M,3,MEDICAL,3,CHARLIE,HEMORRHAGE THROUGH TUBES - MEDICAL,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21C1T,3,MEDICAL,3,CHARLIE,HEMORRHAGE THROUGH TUBES - TRAUMA,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21C2,3,MEDICAL,3,CHARLIE,HEMORRHAGE OF DIALYSIS FISTULA,2010-01-01,2016-09-11,HEMORRHAGE/LACERATIONS
21C2,3,MEDICAL,3,CHARLIE,HEMORRHAGE OF DIALYSIS FISTULA,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21C2M,3,MEDICAL,3,CHARLIE,HEMORRHAGE OF DIALYSIS FISTULA - MEDICAL,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21C2T,3,MEDICAL,3,CHARLIE,HEMORRHAGE OF DIALYSIS FISTULA - TRAUMA,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21C3M,3,MEDICAL,3,CHARLIE,HEMORRHAGE FROM VARICOSE VEINS - MEDICAL,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21C3T,3,MEDICAL,3,CHARLIE,HEMORRHAGE FROM VARICOSE VEINS - TRAUMA,2016-09-09,2099-12-31,HEMORRHAGE/LACERATIONS
21D0M,3,MEDICAL,4,DELTA,OVERRIDE - MEDICAL,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21D0T,3,MEDICAL,4,DELTA,OVERRIDE - TRAUMA,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21D1,3,MEDICAL,4,DELTA,UNCONSIOUS OR ARREST,2010-01-01,2016-09-09,HEMORRHAGE/LACERATIONS
21D1,3,MEDICAL,4,DELTA,UNCONSIOUS OR ARREST,2016-09-10,2016-09-11,HEMORRHAGE/LACERATIONS
21D1,3,MEDICAL,4,DELTA,UNCONSIOUS OR ARREST,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21D1M,3,MEDICAL,4,DELTA,ARREST - MEDICAL,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21D1T,3,MEDICAL,4,DELTA,ARREST - TRAUMA,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21D2,3,MEDICAL,4,DELTA,NOT ALERT,2010-01-01,2016-09-11,HEMORRHAGE/LACERATIONS
21D2,3,MEDICAL,4,DELTA,NOT ALERT,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21D2M,3,MEDICAL,4,DELTA,UNCONSCIOUS - MEDICAL,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21D2T,3,MEDICAL,4,DELTA,UNCONSCIOUS - TRAUMA,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21D3,3,MEDICAL,4,DELTA,DANGERSOUS HEMORRHAGE,2010-01-01,2016-09-11,HEMORRHAGE/LACERATIONS
21D3,3,MEDICAL,4,DELTA,DANGERSOUS HEMORRHAGE,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21D3M,3,MEDICAL,4,DELTA,NOT ALERT - MEDICAL,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21D3T,3,MEDICAL,4,DELTA,NOT ALERT - TRAUMA,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21D4,3,MEDICAL,4,DELTA,ABNORMAL BREATHING,2010-01-01,2016-09-11,HEMORRHAGE/LACERATIONS
21D4,3,MEDICAL,4,DELTA,ABNORMAL BREATHING,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21D4M,3,MEDICAL,4,DELTA,DANGEROUS HEMORRHAGE - MEDICAL,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21D4T,3,MEDICAL,4,DELTA,DANGEROUS HEMORRHAGE - TRAUMA,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21D5M,3,MEDICAL,4,DELTA,ABNORMAL BREATHING - MEDICAL,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
21D5T,3,MEDICAL,4,DELTA,ABNORMAL BREATHING - TRAUMA,2016-09-12,2099-12-31,HEMORRHAGE/LACERATIONS
22A1,3,MEDICAL,1,ALPHA,NO LONGER TRAPPED (NO INJURIES),2010-01-01,2099-12-31,NON-VEHICLE ENTRAPMENTS
22A1A,5,RSALARM,1,ALPHA,NO LONGER TRAPPED (NO INJURIES)-ABOVE GRND >6FT/2M,2012-04-13,2016-09-11,NON-VEHICLE ENTRAPMENTS
22A1A,5,RSALARM,1,ALPHA,NO LONGER TRAPPED (NO INJURIES)-ABOVE GRND,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22A1B,5,RSALARM,1,ALPHA,NO LONGER TRAPPED (NO INJURIES)-BELOW GRND >6FT/2M,2012-04-13,2016-09-11,NON-VEHICLE ENTRAPMENTS
22A1B,5,RSALARM,1,ALPHA,NO LONGER TRAPPED (NO INJURIES)-BELOW GRND,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22A1M,3,MEDICAL,1,ALPHA,NO LONGER TRAPPED (NO INJURIES)- MULTIPLE VICTIMS,2012-04-13,2099-12-31,NON-VEHICLE ENTRAPMENTS
22A1X,5,RSALARM,1,ALPHA,NO LONGER TRAPPED(NO INJURY)-ABV GRND&MTPL VICTIMS,2012-04-13,2099-12-31,NON-VEHICLE ENTRAPMENTS
22A1Y,5,RSALARM,1,ALPHA,NO LONGER TRAPPED(NO INJURY)-BLW GRND&MTPL VICTIMS,2012-04-13,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B0,3,MEDICAL,2,BRAVO,OVERRIDE,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B0A,5,RSALARM,2,BRAVO,OVERRIDE - ABOVE GROUND,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B0B,5,RSALARM,2,BRAVO,OVERRIDE - BELOW GROUND,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B0M,5,RSALARM,2,BRAVO,OVERRIDE - MULTIPLE VICTIMS,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B0X,5,RSALARM,2,BRAVO,OVERRIDE - BOTH ABOVE GROUND & MULTIPLE VICTIMS,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B0Y,5,RSALARM,2,BRAVO,OVERRIDE - BOTH BELOW GROUND & MULTIPLE VICTIMS,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B1,3,MEDICAL,2,BRAVO,NO LONGER TRAPPED (UNKNOWN INJURIES),2010-01-01,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B1A,5,RSALARM,2,BRAVO,NO LONGER TRAPPED(UNK INJURIES)-ABOVE GRND >6FT/2M,2012-04-13,2016-09-11,NON-VEHICLE ENTRAPMENTS
22B1A,5,RSALARM,2,BRAVO,NO LONGER TRAPPED(UNK INJURIES)-ABOVE GRND,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B1B,5,RSALARM,2,BRAVO,NO LONGER TRAPPED(UNK INJURIES)-BELOW GRND >6FT/2M,2012-04-13,2016-09-11,NON-VEHICLE ENTRAPMENTS
22B1B,5,RSALARM,2,BRAVO,NO LONGER TRAPPED(UNK INJURIES)-BELOW GRND,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B1M,3,MEDICAL,2,BRAVO,NO LONGER TRAPPED (UNK INJURIES)- MULTIPLE VICTIMS,2012-04-13,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B1X,5,RSALARM,2,BRAVO,NO LONGER TRAPPED(UNK INJURIES)-ABV GRND&MTPL VICT,2012-04-13,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B1Y,5,RSALARM,2,BRAVO,NO LONGER TRAPPED(UNK INJURIES)-BLW GRND&MTPL VICT,2012-04-13,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B2,5,RSALARM,2,BRAVO,PERIPHERAL ENTRAPMENT ONLY,2010-01-01,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B2A,5,RSALARM,2,BRAVO,PERIPHERAL ENTRAPMENT ONLY-ABOVE GROUNND (>6FT/2M),2012-04-13,2016-09-11,NON-VEHICLE ENTRAPMENTS
22B2A,5,RSALARM,2,BRAVO,PERIPHERAL ENTRAPMENT ONLY-ABOVE GROUNND,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B2B,5,RSALARM,2,BRAVO,PERIPHERAL ENTRAPMENT ONLY-BELOW GROUNND (>6FT/2M),2012-04-13,2016-09-11,NON-VEHICLE ENTRAPMENTS
22B2B,5,RSALARM,2,BRAVO,PERIPHERAL ENTRAPMENT ONLY-BELOW GROUNND,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B2M,5,RSALARM,2,BRAVO,PERIPHERAL ENTRAPMENT ONLY- MULTIPLE VICTIMS,2012-04-13,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B2X,5,RSALARM,2,BRAVO,PERIPHERAL ENTRAPMENT ONLY-ABOVE GRND&MTPL VICTIMS,2012-04-13,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B2Y,5,RSALARM,2,BRAVO,PERIPHERAL ENTRAPMENT ONLY-BELOW GRND&MTPL VICTIMS,2012-04-13,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B3,3,MEDICAL,2,BRAVO,UNKNOWN STATUS,2010-01-01,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B3A,5,RSALARM,2,BRAVO,UNKNOWN STATUS- ABOVE GROUND,2012-04-13,2016-09-11,NON-VEHICLE ENTRAPMENTS
22B3A,5,RSALARM,2,BRAVO,UNK STATUS (INVESTIGATION) OTHER CDS N\A - ABV GRN,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B3B,5,RSALARM,2,BRAVO,UNKNOWN STATUS- BELOW GROUND (>6FT/2M),2012-04-13,2016-09-11,NON-VEHICLE ENTRAPMENTS
22B3B,5,RSALARM,2,BRAVO,UNK STATUS (INVEST) OTHER CODES N\A - BELOW GROUND,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B3M,5,RSALARM,2,BRAVO,UNK STATUS (INVEST) OTHER CODES N\A - MTPL VICTIMS,2012-04-13,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B3X,5,RSALARM,2,BRAVO,UNKNOWN STATUS-BOTH ABOVE GROUND&MULTIPLE VICTIMS,2012-04-13,2099-12-31,NON-VEHICLE ENTRAPMENTS
22B3Y,5,RSALARM,2,BRAVO,UNK STATUS (INVEST) OTHR CDS N\A- BELOW AND MULTIP,2012-04-13,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D0,3,MEDICAL,4,DELTA,OVERRIDE,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D0A,5,RSALARM,4,DELTA,OVERRIDE - ABOVE GROUND,2016-09-09,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D0B,5,RSALARM,4,DELTA,OVERRIDE - BELOW GROUND,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D0M,3,MEDICAL,4,DELTA,OVERRIDE - MULTIPLE VICTIMS,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D0X,5,RSALARM,4,DELTA,OVERRIDE - BOTH ABOVE GROUND & MULTIPLE VICTIMS,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D0Y,5,RSALARM,4,DELTA,OVERRIDE - BOTH BELOW GROUND & MULTIPLE VICTIMS,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D1,5,RSALARM,4,DELTA,MECHANICAL/MACHINERY ENTRAPMENT,2010-01-01,2016-09-11,NON-VEHICLE ENTRAPMENTS
22D1,5,RSALARM,4,DELTA,MECHANICAL / MACHINERY / OBJECT ENTRAPMENT,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D1A,5,RSALARM,4,DELTA,MECHANICAL/MACHINERY ENTRAPMENT-ABOVE GRND,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D1B,5,RSALARM,4,DELTA,MECHANICAL/MACHINERY  OBJECT ENTRAPMENT-BELOW GRND,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D1M,5,RSALARM,4,DELTA,MECHANICAL/MACHINERY/OBJECT ENTRAPMENT - MTPL VICT,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D1X,5,RSALARM,4,DELTA,MECH/MACHINE/OBJ ENTRPMNT-ABOVE GRND MTPL VICT,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D1Y,5,RSALARM,4,DELTA,MECH/MACHINE/OBJECT ENTRPMNT-BELOW GRND MTPL VICT,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D2,5,RSALARM,4,DELTA,TRENCH COLLAPSE,2010-01-01,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D2A,5,RSALARM,4,DELTA,TRENCH COLLAPSE-ABOVE GROUND,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D2B,5,RSALARM,4,DELTA,TRENCH COLLAPSE-BELOW GROUND,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D2M,5,RSALARM,4,DELTA,TRENCH COLLAPSE-MULTIPLE VICTIMS,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D2X,5,RSALARM,4,DELTA,TRENCH COLLAPSE-BOTH ABOVE GROUND&MULTIPLE VICTIMS,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D2Y,5,RSALARM,4,DELTA,TRENCH COLLAPSE-BOTH BELOW GROUND&MULTIPLE VICTIMS,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D3,5,RSALARM,4,DELTA,STRUCTURE COLLAPSE,2010-01-01,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D3A,5,RSALARM,4,DELTA,STRUCTURE COLLAPSE-ABOVE GROUND,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D3B,5,RSALARM,4,DELTA,STRUCTURE COLLAPSE-BELOW GROUND,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D3M,5,RSALARM,4,DELTA,STRUCTURE COLLAPSE-MULTIPLE VICTIMS,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D3X,5,RSALARM,4,DELTA,STRUCTURE COLLAPSE- BOTH ABOVE GROUND/MTPL VICTIMS,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D3Y,5,RSALARM,4,DELTA,STRUCTURE COLLAPSE- BOTH BELOW GROUND/MTPL VICTIMS,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D4,5,RSALARM,4,DELTA,CONFINED SPACE ENTRAPMENT,2010-01-01,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D4A,5,RSALARM,4,DELTA,CONFINED SPACE ENTRAPMENT-ABOVE GROUND,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D4B,5,RSALARM,4,DELTA,CONFINED SPACE ENTRAPMENT-BELOW GROUND,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D4M,5,RSALARM,4,DELTA,CONFINED SPACE ENTRAPMENT-MULTIPLE VICTIMS,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D4X,5,RSALARM,4,DELTA,CONFINED SPACE ENTRAPMENT-ABOVE GRND/MTPL VICTIMS,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D4Y,5,RSALARM,4,DELTA,CONFINED SPACE ENTRAPMENT-BELOW GRND/MTPL VICTIMS,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D5,5,RSALARM,4,DELTA,INACCESSIBLE TERRAIN SITUATION,2010-01-01,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D5A,5,RSALARM,4,DELTA,INACCESSIBLE TERRAIN SITUATION- ABOVE GRND,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D5B,5,RSALARM,4,DELTA,INACCESSIBLE TERRAIN SITUATION- BELOW GRND >6FT/2M,2012-04-10,2016-09-11,NON-VEHICLE ENTRAPMENTS
22D5B,5,RSALARM,4,DELTA,INACCESSIBLE TERRAIN SITUATION- BELOW GRND,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D5M,5,RSALARM,4,DELTA,INACCESSIBLE TERRAIN SITUATION- MULTIPLE VICTIMS,2012-04-17,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D5X,5,RSALARM,4,DELTA,INACCESSIBLE TERRAIN SITUATION-ABV GRND/MTPL VICT,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D5Y,5,RSALARM,4,DELTA,INACCESSIBLE TERRAIN SITUATION-BLW GRND/MTPL VICT,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D6,5,RSALARM,4,DELTA,MUDSLIDE/AVALANCHE,2010-01-01,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D6A,5,RSALARM,4,DELTA,MUDSLIDE/AVALANCHE-ABOVE GROUND (>6FT/2M),2012-04-10,2016-09-11,NON-VEHICLE ENTRAPMENTS
22D6A,5,RSALARM,4,DELTA,MUDSLIDE/AVALANCHE-ABOVE GROUND,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D6B,5,RSALARM,4,DELTA,MUDSLIDE/AVALANCHE- BELOW GROUND (>6FT/2M),2012-04-10,2016-09-11,NON-VEHICLE ENTRAPMENTS
22D6B,5,RSALARM,4,DELTA,MUDSLIDE/AVALANCHE- BELOW GROUND,2016-09-12,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D6M,5,RSALARM,4,DELTA,MUDSLIDE/AVALANCHE- MULTIPLE VICTIMS,2012-04-10,2099-12-31,NON-VEHICLE ENTRAPMENTS
22D6X,5,RSALARM,4,DELTA,MUDSLIDE/AVALANCHE- BOTH ABOVE GROUND/MTPL VICTIMS,2012-04-10,2012-04-11,NON-VEHICLE ENTRAPMENTS
22D6X,5,RSALARM,4,DELTA,MUDSLIDE/AVALANCHE- BOTH ABOVE GROUND&MTPL VICTIMS,2012-04-17,2012-04-19,NON-VEHICLE ENTRAPMENTS
22D6Y,5,RSALARM,4,DELTA,MUDSLIDE/AVALANCHE- BOTH BELOW GROUND&MTPL VICTIMS,2012-04-12,2012-04-16,NON-VEHICLE ENTRAPMENTS
